item_id,marketplace,country,main_image_id,domain_name,bullet_point,item_keywords,material,brand,color,item_name,model_name,model_number,product_type
B08569BLQB,Amazon,IN,71Pm+A53DJL,amazon.in,"Snug fit for Lenovo K8 Note, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Lenovo K8 Note Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Case Designer Pink Flowers Mobile Cover Flexible Case Lenovo K8 Note Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicone,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Pink Flowers UV Printed Soft Back Case Mobile Cover for Lenovo K8 Note,Lenovo K8 Note,UV10131-SL13651,CELLULAR_PHONE_CASE
B075YN3HCD,Amazon,US,81X1S9oiYKL,amazon.com,"Modern tufting on the back, along with substantial padding in the back and seat, make this bar stool stylish and comfortable. The seat rests upon classic tall wooden legs. Top-grain leather makes it durable and easy to clean. 23.6""W x 18.5""D x 45""H. Base height is 30"". Full top-grain leather; solid poplar legs with espresso finish. Foam padding and elastic suspension system keeps the seat firm and resilient No assembly required. Wipe with soft dry cloth. Free returns for 30 days. 3-year warranty.",barstools bar stools bar stools set of 2 counter height bar stools bar stool barstools bar stools set of 4 stool counter stool bar stools set of 3 counter stools Stone & Beam Stone and beam farmhouse Brown Leather Brown Bar Height bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools bar stools bar stools set of 2 counter height bar stools kitchen bar stools 24 inch bar stools white bar stools bar stool set gray bar stools,elastic / Leather,Stone & Beam,Brown Leather,"Amazon Brand – Stone & Beam Carson Tufted Leather Kitchen Counter Bar Stool, 45""H, Brown",,Y1273 - bar-MBRL,STOOL_SEATING
B07MVT547D,Amazon,AE,518k0ga8bZL,amazon.ae,Classic one-band slide designed for daily wear and superior fit Supremely soft leather upper with leather lining and gentle hand Super comfortable insole with 5mm latex foam padding Soft leather sock with natural grip and thick cushioning High quality smooth TR outsole for exceptional flexibility and traction,"amazon Women's sandal, sandal",,206 Collective,Black,"Amazon Brand - 206 Collective Women's Honn Leather Sandal, Black, 6 B US",Honn,Honn,SANDAL
B07C3J374M,Amazon,GB,61ca0mHRQaL,amazon.co.uk,"Includes 1 fitted sheet 300 thread count weave offers breathability and stays cool to the touch, making it ideal for warm climates or summer months Percale fabric that is brushed for peach-like softness Uses Technofit technology, which includes a thick elastic band around the perimeter of the fitted sheet to keep it securely in place on the mattress Solid color for easy coordinating with surrounding décor Machine wash and tumble dry on low","standard,silky,microfiber,20x54,basics,deep,100,beauty,blissy,queen,scarf,caddies,adults,book,skin,silvon,satin,best,your,pure,sleeping,slik,anti,head,cover,satan,pillowcases,hair,case,silk,cases,set,sill,bedsure,pillowcase,pack,2,pajamas,size brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale brushed cozy percale",Cotton,AmazonBasics,Dove Grey,"AmazonBasics Ultra-Soft Cotton Fitted Bed Sheet, Breathable, Easy to Wash, Twin, Dove Grey",,300TCCPOSDGTTA,FLAT_SHEET
B07VDT3391,Amazon,MX,61+04NfMIhL,amazon.com.mx,,,,,,,,DVB-T9033JA,ANTENNA
B074H6MCJW,AmazonGo,US,71c8xCrf+HL,amazon.com/go,"Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the original packaging or the new packaging in your order, but the product and quality is staying exactly the same. Enjoy! Fancy grade salmon. Bone & skin included. Low fat. Certified GMO-Free, Certified Kosher.","whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value whole foods, whole food, Whole Foods,365 Everyday Value",,365 by Whole Foods Market,,"365 Everyday Value, Alaskan Wild Salmon, Pink, 6 oz",,,GROCERY
B00JNC6T2Y,Amazon,AE,71094lL6PKL,amazon.ae,"Classic and versatile stud gemstone earrings, ready for anything the day brings. Stud earrings feature 8mm Green Amethyst center stones. High polished 10k White Gold four prong setting and butterfly backs. Amethyst is February's birthstone. The natural properties and composition of mined gemstones define the unique beauty of each piece. The image may show slight differences to the actual stone in color and texture.",10K;Gold;Round;Checkerboard;Created;or;Genuine;Gemstone;Stud;Earrings Classics gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone gemstone studs Classics birthstone February birthstone,,Amazon Collection,green-amethyst,10k White Gold Round Checkerboard Cut Green Amethyst Stud Earrings (8mm),,MCE2970W-GAMY,FINEEARRING
B07WGNM6NZ,Amazon,GB,71aNVApPGZL,amazon.co.uk,,,,find.,,"Amazon Brand - find. Round Toe High Court, Women’s Closed-Toe Pumps",Prase-s-2b-6 Court,PRASE-S-2B-6 Court,SHOES
B07HPB68FW,Amazon,JP,61mX3qBrzzL,amazon.co.jp,,,,,,,,JEE13618_5NNCL00A100,EARRING
B01MTY0Q3P,Amazon,US,71TzJHfDJhL,amazon.com,"The beautiful ring features small white and red hearts linked together to form the band Each Swarovski Zirconia is Laser Engraved as a seal of authenticity and guarantees the highest quality diamond simulant in the world This jewelry design was manufactured with the highest quality standards. All efforts are being made to use sustainable resources and socially responsible providers. Each Swarovski Zirconia is Laser Engraved as a seal of authenticity and guarantees the highest quality diamond simulant in the world Imported These silver pieces are built for longevity. This piece features a metal plating or flashing, or an electrocoating for a more lustrous appearance, but it can wear off with long-term or heavy use. To ensure the longevity of your plated items store your jewelry in a dark, cool, dry place such as a pouch or air tight box and avoid rubbing plated items together. Also try to avoid exposure to cleaning products and perfume which can both negatively affect your items. Your local jeweler can advise you where to send your jewelry if you would ever like them replated.",Hearts fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements fake diamond imitation diamond cheap diamond simulated diamond jewelry for women anniversary gifts for her jewlery cz ring^ imitation diamond ring^ cheap diamond rings^ cheap diamond ring^ simulated diamond ring swarovski crystal^ swarovski elements,,Amazon Collection,Fancy Pink,"Platinum-Plated Sterling Silver Swarovski Zirconia Red White Heart All-Around Band Ring, Size 7","Platinum-Plated Sterling Silver Swarovski Zirconia Red White Heart All-Around Ring, size 7",R2289002_120_070,FINERING
